urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:0.title.1	urn:cts:greekLit:tlg0007.tlg012.ziegler:0.title@ΠΕΡΙΚΛΗΣ[1]
urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:0.title.2	urn:cts:greekLit:tlg0007.tlg012.ziegler:0.title@ΚΑΙ[1]
urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:0.title.3	urn:cts:greekLit:tlg0007.tlg012.ziegler:0.title@ΦΑΒΙΟΣ[1]
urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:0.title.4	urn:cts:greekLit:tlg0007.tlg012.ziegler:0.title@ΜΑΞΙΜΟΣ[1]
urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.1.1	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.1@Ξένους[1]
urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.1.2	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.1@τινὰς[1]
urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.1.3	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.1@ἐν[1]
urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.1.4	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.1@Ῥώμῃ[1]
urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.1.5	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.1@πλουσίους[1]
urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.1.6	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.1@κυνῶν[1]
urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.1.7	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.1@ἔκγονα[1]
urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.1.8	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.1@καὶ[1]
urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:1.1.9	urn:cts:greekLit:tlg0007.tlg012.ziegler:1.1@πιθήκων[1]
